name,lat,lon
Al Majida,31.853478,47.170103
Al-Akhaa Mousel ITPC,36.357466,43.198138
Al-Akhaa Mousel ITPC,36.357466,43.198138
Al-Akhaa Mousel ITPC,36.357466,43.198138
Al-Akhaa Mousel ITPC,36.357466,43.198138
Al-Akhaa Mousel ITPC,36.357466,43.198138
Al-Akhaa Mousel ITPC,36.357466,43.198138
Al-Akhaa Mousel ITPC,36.357466,43.198138
Al-Akhaa Mousel ITPC,36.357466,43.198138
Al-Araby,32.640351,43.97048
Al-Araby,32.640351,43.97048
Al-Araby,32.640351,43.97048
Al-Araby,32.640351,43.97048
Al-Araby,32.640351,43.97048
Al-Araby,32.640351,43.97048
Al-Araby,32.640351,43.97048
Al-Araby,32.640351,43.97048
Al-Bani,31.3094,45.270891
Al-Bani,31.3094,45.270891
Al-Bani,31.3094,45.270891
Al-Bani,31.3094,45.270891
Al-Bani,31.3094,45.270891
Al-Bani,31.3094,45.270891
Al-Bani,31.3094,45.270891
Al-Bani,31.3094,45.270891
Al-Deer,30.799485,47.573811
Al-Deer,30.799485,47.573811
Al-Deer,30.799485,47.573811
Al-Deer,30.799485,47.573811
Al-Deer,30.799485,47.573811
Al-Deer,30.799485,47.573811
Al-Deer,30.799485,47.573811
Al-Deer,30.799485,47.573811
Al-Elam POP,33.240429,44.333117
Al-Elam POP,33.240429,44.333117
Al-Elam POP,33.240429,44.333117
Al-Elam POP,33.240429,44.333117
Al-Elam POP,33.240429,44.333117
Al-Elam POP,33.240429,44.333117
Al-Elam POP,33.240429,44.333117
Al-Elam POP,33.240429,44.333117
Al-Hweer,30.978782,47.321015
Al-Hweer,30.978782,47.321015
Al-Hweer,30.978782,47.321015
Al-Hweer,30.978782,47.321015
Al-Hweer,30.978782,47.321015
Al-Hweer,30.978782,47.321015
Al-Hweer,30.978782,47.321015
Al-Hweer,30.978782,47.321015
Al-Jair str,32.603133,44.039398
Al-Jair str,32.603133,44.039398
Al-Jair str,32.603133,44.039398
Al-Jair str,32.603133,44.039398
Al-Jair str,32.603133,44.039398
Al-Jair str,32.603133,44.039398
Al-Jair str,32.603133,44.039398
Al-Jair str,32.603133,44.039398
Al-Jamhoria 2,30.525575,47.795309
Al-Jamhoria 2,30.525575,47.795309
Al-Jamhoria 2,30.525575,47.795309
Al-Jamhoria 2,30.525575,47.795309
Al-Jamhoria 2,30.525575,47.795309
Al-Jamhoria 2,30.525575,47.795309
Al-Jamhoria 2,30.525575,47.795309
Al-Jamhoria 2,30.525575,47.795309
Al-Jamiat,30.493489,47.786903
Al-Jamiat,30.493489,47.786903
Al-Jamiat,30.493489,47.786903
Al-Jamiat,30.493489,47.786903
Al-Jamiat,30.493489,47.786903
Al-Jamiat,30.493489,47.786903
Al-Jamiat,30.493489,47.786903
Al-Jamiat,30.493489,47.786903
Al-Jomhoria 1,30.519482,47.801508
Al-Jomhoria 1,30.519482,47.801508
Al-Jomhoria 1,30.519482,47.801508
Al-Jomhoria 1,30.519482,47.801508
Al-Jomhoria 1,30.519482,47.801508
Al-Jomhoria 1,30.519482,47.801508
Al-Jomhoria 1,30.519482,47.801508
Al-Jomhoria 1,30.519482,47.801508
Al-Madina,30.948659,47.266904
Al-Madina,30.948659,47.266904
Al-Madina,30.948659,47.266904
Al-Madina,30.948659,47.266904
Al-Madina,30.948659,47.266904
Al-Madina,30.948659,47.266904
Al-Madina,30.948659,47.266904
Al-Madina,30.948659,47.266904
Al-Mwadhafeen,32.603691,44.000805
Al-Mwadhafeen,32.603691,44.000805
Al-Mwadhafeen,32.603691,44.000805
Al-Mwadhafeen,32.603691,44.000805
Al-Mwadhafeen,32.603691,44.000805
Al-Mwadhafeen,32.603691,44.000805
Al-Mwadhafeen,32.603691,44.000805
Al-Mwadhafeen,32.603691,44.000805
Al-Qubla,30.463124,47.79487
Al-Qubla,30.463124,47.79487
Al-Qubla,30.463124,47.79487
Al-Qubla,30.463124,47.79487
Al-Qubla,30.463124,47.79487
Al-Qubla,30.463124,47.79487
Al-Qubla,30.463124,47.79487
Al-Qubla,30.463124,47.79487
Al-Qurna,31.015476,47.428898
Al-Qurna,31.015476,47.428898
Al-Qurna,31.015476,47.428898
Al-Qurna,31.015476,47.428898
Al-Qurna,31.015476,47.428898
Al-Qurna,31.015476,47.428898
Al-Qurna,31.015476,47.428898
Al-Qurna,31.015476,47.428898
Al-Rifaai ITPC,31.724257,46.109318
Al-Rifaai ITPC,31.724257,46.109318
Al-Rifaai ITPC,31.724257,46.109318
Al-Rifaai ITPC,31.724257,46.109318
Al-Rifaai ITPC,31.724257,46.109318
Al-Rifaai ITPC,31.724257,46.109318
Al-Rifaai ITPC,31.724257,46.109318
Al-Rifaai ITPC,31.724257,46.109318
Al-Salam (MZ),33.255866,44.315497
Al-Salam (MZ),33.255866,44.315497
Al-Salam (MZ),33.255866,44.315497
Al-Salam (MZ),33.255866,44.315497
Al-Salam (MZ),33.255866,44.315497
Al-Salam (MZ),33.255866,44.315497
Al-Salam (MZ),33.255866,44.315497
Al-Salam (MZ),33.255866,44.315497
Al-Shula,33.371042,44.274032
Al-Shula,33.371042,44.274032
Al-Shula,33.371042,44.274032
Al-Shula,33.371042,44.274032
Al-Shula,33.371042,44.274032
Al-Shula,33.371042,44.274032
Al-Shula,33.371042,44.274032
Al-Shula,33.371042,44.274032
Al-qa'am ITPC,34.39697,40.99287
Al-qa'am ITPC,34.39697,40.99287
Al-qa'am ITPC,34.39697,40.99287
Al-qa'am ITPC,34.39697,40.99287
Al-qa'am ITPC,34.39697,40.99287
Al-qa'am ITPC,34.39697,40.99287
Al-qa'am ITPC,34.39697,40.99287
Al-qa'am ITPC,34.39697,40.99287
Alawi POP,33.331817,44.380628
Alawi POP,33.331817,44.380628
Alawi POP,33.331817,44.380628
Alawi POP,33.331817,44.380628
Alawi POP,33.331817,44.380628
Alawi POP,33.331817,44.380628
Alawi POP,33.331817,44.380628
Alawi POP,33.331817,44.380628
Ali Garbi ITPC,32.46847,46.68872
Ali Garbi ITPC,32.46847,46.68872
Ali Garbi ITPC,32.46847,46.68872
Ali Garbi ITPC,32.46847,46.68872
Ali Garbi ITPC,32.46847,46.68872
Ali Garbi ITPC,32.46847,46.68872
Ali Garbi ITPC,32.46847,46.68872
Ali Garbi ITPC,32.46847,46.68872
Ali Sharji,32.129211,46.736803
Ali Sharji,32.129211,46.736803
Ali Sharji,32.129211,46.736803
Ali Sharji,32.129211,46.736803
Ali Sharji,32.129211,46.736803
Ali Sharji,32.129211,46.736803
Ali Sharji,32.129211,46.736803
Ali Sharji,32.129211,46.736803
Almastah,32.471904,44.428405
Almastah,32.471904,44.428405
Almastah,32.471904,44.428405
Almastah,32.471904,44.428405
Almastah,32.471904,44.428405
Almastah,32.471904,44.428405
Almastah,32.471904,44.428405
Almastah,32.471904,44.428405
Alwieah POP,33.310469,44.428908
Alwieah POP,33.310469,44.428908
Alwieah POP,33.310469,44.428908
Alwieah POP,33.310469,44.428908
Alwieah POP,33.310469,44.428908
Alwieah POP,33.310469,44.428908
Alwieah POP,33.310469,44.428908
Alwieah POP,33.310469,44.428908
Amarah ITPC,31.8387,47.15326
Amarah ITPC,31.8387,47.15326
Amarah ITPC,31.8387,47.15326
Amarah ITPC,31.8387,47.15326
Amarah ITPC,31.8387,47.15326
Amarah ITPC,31.8387,47.15326
Amarah ITPC,31.8387,47.15326
Amarah ITPC,31.8387,47.15326
Ameen 2 POP,33.304856,44.522949
Ameen 2 POP,33.304856,44.522949
Ameen 2 POP,33.304856,44.522949
Ameen 2 POP,33.304856,44.522949
Ameen 2 POP,33.304856,44.522949
Ameen 2 POP,33.304856,44.522949
Ameen 2 POP,33.304856,44.522949
Ameen 2 POP,33.304856,44.522949
Amen Al-Dkhely,30.467894,47.777611
Amen Al-Dkhely,30.467894,47.777611
Amen Al-Dkhely,30.467894,47.777611
Amen Al-Dkhely,30.467894,47.777611
Amen Al-Dkhely,30.467894,47.777611
Amen Al-Dkhely,30.467894,47.777611
Amen Al-Dkhely,30.467894,47.777611
Amen Al-Dkhely,30.467894,47.777611
Amin AlDakhely,30.4679,47.7776
Amin AlDakhely,30.4679,47.7776
Amin AlDakhely,30.4679,47.7776
Amin AlDakhely,30.4679,47.7776
Amin AlDakhely,30.4679,47.7776
Amin AlDakhely,30.4679,47.7776
Amin AlDakhely,30.4679,47.7776
Amin AlDakhely,30.4679,47.7776
Andalus ITPC,30.54522,47.79221
Andalus ITPC,30.54522,47.79221
Andalus ITPC,30.54522,47.79221
Andalus ITPC,30.54522,47.79221
Andalus ITPC,30.54522,47.79221
Andalus ITPC,30.54522,47.79221
Andalus ITPC,30.54522,47.79221
Andalus ITPC,30.54522,47.79221
Arasat POP,33.292688,44.424489
Arasat POP,33.292688,44.424489
Arasat POP,33.292688,44.424489
Arasat POP,33.292688,44.424489
Arasat POP,33.292688,44.424489
Arasat POP,33.292688,44.424489
Arasat POP,33.292688,44.424489
Arasat POP,33.292688,44.424489
Areedo,31.077072,46.256935
Areedo,31.077072,46.256935
Areedo,31.077072,46.256935
Areedo,31.077072,46.256935
Areedo,31.077072,46.256935
Areedo,31.077072,46.256935
Areedo,31.077072,46.256935
Areedo,31.077072,46.256935
Asdiqaa,30.515407,47.778906
Asdiqaa,30.515407,47.778906
Asdiqaa,30.515407,47.778906
Asdiqaa,30.515407,47.778906
Asdiqaa,30.515407,47.778906
Asdiqaa,30.515407,47.778906
Asdiqaa,30.515407,47.778906
Asdiqaa,30.515407,47.778906
Ashar,30.517458,47.833412
Ashar,30.517479,47.833201
Ashar,30.517458,47.833412
Ashar,30.517479,47.833201
Ashar,30.517458,47.833412
Ashar,30.517479,47.833201
Ashar,30.517458,47.833412
Ashar,30.517479,47.833201
Ashar,30.517458,47.833412
Ashar,30.517479,47.833201
Ashar,30.517458,47.833412
Ashar,30.517479,47.833201
Ashar,30.517458,47.833412
Ashar,30.517479,47.833201
Ashar,30.517458,47.833412
Ashar,30.517479,47.833201
Atifya,33.353731,44.363728
Atifya,33.353731,44.363728
Atifya,33.353731,44.363728
Atifya,33.353731,44.363728
Atifya,33.353731,44.363728
Atifya,33.353731,44.363728
Atifya,33.353731,44.363728
Atifya,33.353731,44.363728
Azizia ITPC,32.91127,45.06133
Azizia ITPC,32.91127,45.06133
Azizia ITPC,32.91127,45.06133
Azizia ITPC,32.91127,45.06133
Azizia ITPC,32.91127,45.06133
Azizia ITPC,32.91127,45.06133
Azizia ITPC,32.91127,45.06133
Azizia ITPC,32.91127,45.06133
BAB Moadaam POP,33.359581,44.386228
BAB Moadaam POP,33.359581,44.386228
BAB Moadaam POP,33.359581,44.386228
BAB Moadaam POP,33.359581,44.386228
BAB Moadaam POP,33.359581,44.386228
BAB Moadaam POP,33.359581,44.386228
BAB Moadaam POP,33.359581,44.386228
BAB Moadaam POP,33.359581,44.386228
Baaquba ITPC,33.759375,44.607767
Baaquba ITPC,33.759375,44.607767
Baaquba ITPC,33.759375,44.607767
Baaquba ITPC,33.759375,44.607767
Baaquba ITPC,33.759375,44.607767
Baaquba ITPC,33.759375,44.607767
Baaquba ITPC,33.759375,44.607767
Baaquba ITPC,33.759375,44.607767
Bab Al Zubair,30.4877,47.8091
Bab Al Zubair,30.487691,47.809136
Bab Al Zubair,30.4877,47.8091
Bab Al Zubair,30.487691,47.809136
Bab Al Zubair,30.4877,47.8091
Bab Al Zubair,30.487691,47.809136
Bab Al Zubair,30.4877,47.8091
Bab Al Zubair,30.487691,47.809136
Bab Al Zubair,30.4877,47.8091
Bab Al Zubair,30.487691,47.809136
Bab Al Zubair,30.4877,47.8091
Bab Al Zubair,30.487691,47.809136
Bab Al Zubair,30.4877,47.8091
Bab Al Zubair,30.487691,47.809136
Bab Al Zubair,30.4877,47.8091
Bab Al Zubair,30.487691,47.809136
Baghdad Jadida,33.309015,44.465865
Baghdad Jadida,33.309015,44.465865
Baghdad Jadida,33.309015,44.465865
Baghdad Jadida,33.309015,44.465865
Baghdad Jadida,33.309015,44.465865
Baghdad Jadida,33.309015,44.465865
Baghdad Jadida,33.309015,44.465865
Baghdad Jadida,33.309015,44.465865
Baghdadi ITPC,33.855585,42.537553
Baghdadi ITPC,33.855585,42.537553
Baghdadi ITPC,33.855585,42.537553
Baghdadi ITPC,33.855585,42.537553
Baghdadi ITPC,33.855585,42.537553
Baghdadi ITPC,33.855585,42.537553
Baghdadi ITPC,33.855585,42.537553
Baghdadi ITPC,33.855585,42.537553
Baghdadi POP 3019,33.8307,42.5761
Baghdadi POP 3019,33.8307,42.5761
Baghdadi POP 3019,33.8307,42.5761
Baghdadi POP 3019,33.8307,42.5761
Baghdadi POP 3019,33.8307,42.5761
Baghdadi POP 3019,33.8307,42.5761
Baghdadi POP 3019,33.8307,42.5761
Baghdadi POP 3019,33.8307,42.5761
Baladiat POP,33.344568,44.485547
Baladiat POP,33.344568,44.485547
Baladiat POP,33.344568,44.485547
Baladiat POP,33.344568,44.485547
Baladiat POP,33.344568,44.485547
Baladiat POP,33.344568,44.485547
Baladiat POP,33.344568,44.485547
Baladiat POP,33.344568,44.485547
Baradhyia,30.493866,47.847943
Baradhyia,30.493866,47.847943
Baradhyia,30.493866,47.847943
Baradhyia,30.493866,47.847943
Baradhyia,30.493866,47.847943
Baradhyia,30.493866,47.847943
Baradhyia,30.493866,47.847943
Baradhyia,30.493866,47.847943
Basateen Al Qahira,31.822435,47.14209
Basateen Al Qahira,31.822435,47.14209
Basateen Al Qahira,31.822435,47.14209
Basateen Al Qahira,31.822435,47.14209
Basateen Al Qahira,31.822435,47.14209
Basateen Al Qahira,31.822435,47.14209
Basateen Al Qahira,31.822435,47.14209
Basateen Al Qahira,31.822435,47.14209
Basra HQ,30.495436,47.825544
Basra HQ,30.495436,47.825544
Basra HQ,30.495436,47.825544
Basra HQ,30.495436,47.825544
Basra HQ,30.495436,47.825544
Basra HQ,30.495436,47.825544
Basra HQ,30.495436,47.825544
Basra HQ,30.495436,47.825544
Bayaa POP,33.27203,44.350673
Bayaa POP,33.27203,44.350673
Bayaa POP,33.271942,44.350709
Bayaa POP,33.27203,44.350673
Bayaa POP,33.271942,44.350709
Bayaa POP,33.27203,44.350673
Bayaa POP,33.27203,44.350673
Bayaa POP,33.27203,44.350673
Bayaa POP,33.271942,44.350709
Bayaa POP,33.27203,44.350673
Bayaa POP,33.271942,44.350709
Bayaa POP,33.27203,44.350673
Bradeia,30.493873,47.847857
Bradeia,30.493873,47.847857
Bradeia,30.493873,47.847857
Bradeia,30.493873,47.847857
Bradeia,30.493873,47.847857
Bradeia,30.493873,47.847857
Bradeia,30.493873,47.847857
Bradeia,30.493873,47.847857
Bunok,33.389561,44.429609
Bunok,33.389561,44.429609
Bunok,33.389561,44.429609
Bunok,33.389561,44.429609
Bunok,33.389561,44.429609
Bunok,33.389561,44.429609
Bunok,33.389561,44.429609
Bunok,33.389561,44.429609
COW 30,30.44367,47.26816
COW 30,33.03925,46.02123
COW 30,30.42713,47.627302
COW 30,29.94267,48.41072
COW 30,32.15472,44.1126
COW 30,32.5153,43.797
COW 30,33.381217,44.352729
COW 30,32.349326,44.21356
COW 30,34.677983,43.656196
COW 30,31.70644,47.32067
COW 30,29.84557,48.50288
COW 30,33.9474,44.3787
COW 30,32.00222,44.38198
COW 30,32.01378,44.3998
COW 30,33.80368,42.4469
COW 30,35.40284,44.29986
COW 30,33.27784,44.363023
COW 30,31.17817,47.63533
COW 30,32.376,43.4941
COW 30,32.5302,43.84566
COW 30,30.5565,47.39109
COW 30,33.33932,44.44974
COW 30,30.44367,47.26816
COW 30,33.03925,46.02123
COW 30,30.42713,47.627302
COW 30,29.94267,48.41072
COW 30,32.15472,44.1126
COW 30,32.5153,43.797
COW 30,33.381217,44.352729
COW 30,32.349326,44.21356
COW 30,34.677983,43.656196
COW 30,31.70644,47.32067
COW 30,29.84557,48.50288
COW 30,33.9474,44.3787
COW 30,32.00222,44.38198
COW 30,32.01378,44.3998
COW 30,33.80368,42.4469
COW 30,35.40284,44.29986
COW 30,33.27784,44.363023
COW 30,31.17817,47.63533
COW 30,32.376,43.4941
COW 30,32.5302,43.84566
COW 30,30.5565,47.39109
COW 30,33.33932,44.44974
COW 30,30.44367,47.26816
COW 30,33.03925,46.02123
COW 30,30.42713,47.627302
COW 30,29.94267,48.41072
COW 30,32.15472,44.1126
COW 30,32.5153,43.797
COW 30,33.381217,44.352729
COW 30,32.349326,44.21356
COW 30,34.677983,43.656196
COW 30,31.70644,47.32067
COW 30,29.84557,48.50288
COW 30,33.9474,44.3787
COW 30,32.00222,44.38198
COW 30,32.01378,44.3998
COW 30,33.80368,42.4469
COW 30,35.40284,44.29986
COW 30,33.27784,44.363023
COW 30,31.17817,47.63533
COW 30,32.376,43.4941
COW 30,32.5302,43.84566
COW 30,30.5565,47.39109
COW 30,33.33932,44.44974
COW 30,30.44367,47.26816
COW 30,33.03925,46.02123
COW 30,30.42713,47.627302
COW 30,29.94267,48.41072
COW 30,32.15472,44.1126
COW 30,32.5153,43.797
COW 30,33.381217,44.352729
COW 30,32.349326,44.21356
COW 30,34.677983,43.656196
COW 30,31.70644,47.32067
COW 30,29.84557,48.50288
COW 30,33.9474,44.3787
COW 30,32.00222,44.38198
COW 30,32.01378,44.3998
COW 30,33.80368,42.4469
COW 30,35.40284,44.29986
COW 30,33.27784,44.363023
COW 30,31.17817,47.63533
COW 30,32.376,43.4941
COW 30,32.5302,43.84566
COW 30,30.5565,47.39109
COW 30,33.33932,44.44974
COW 40,31.057692,47.299556
COW 40,32.36999,44.087
COW 40,30.5804,47.320418
COW 40,33.298917,44.405361
COW 40,30.51084,47.60717
COW 40,34.27128,41.14433
COW 40,31.8096,46.05671
COW 40,34.0708,40.98532
COW 40,33.124404,46.041441
COW 40,31.062639,47.339278
